"","Ortho","Phono","Length","LogFreq","meanRT","accuracy"
"1443","antihero","antihIro",8,3.37,859.407407407407,0.84375
"1444","antihistamine","antihIst@min",13,5.05,1346.5652173913,0.851851851851852
"1445","antimatter","antimat#",10,6.56,1292.75,0.645161290322581
"1446","antipathy","antIp@Ti",9,5.11,1024.55,0.689655172413793
"1447","antipersonnel","antip#snEl",13,3.43,781.947368421053,0.678571428571429
"1448","antiquary","ant@kwEri",9,0.69,1128.0625,0.533333333333333
"1449","antiquate","ant@kwet",9,0,1030.5,0.592592592592593
"1450","antiquated","ant@kwet@d",10,6.11,886.409090909091,0.758620689655172
"1451","antique","antik",7,8.12,697.892857142857,1
"1452","antiques","antiks",8,6.99,787.967741935484,0.96875
"1453","antiquities","antIkw@tiz",11,8.63,976.9,0.714285714285714
"1454","antiquity","antIkw@ti",9,6.87,801,0.857142857142857
"1455","antiseptic","antisEptIk",10,5.34,816.111111111111,0.964285714285714
"1456","antiserum","antIsir@m",9,2.08,1160.21052631579,0.678571428571429
"1457","antislavery","antislev#ri",11,2.08,812,0.9
"1458","antisocial","antisoSL",10,6.27,798.285714285714,0.933333333333333
"1459","antisubmarine","antisVbm#rin",13,2.71,1271.69230769231,0.866666666666667
"1460","antitank","antitaNk",8,4.01,1015.92307692308,0.896551724137931
"1461","antithesis","antIT@sIs",10,5.97,1144.28571428571,0.7
"1462","antithyroid","antiT!rYd",11,0.69,1730.94117647059,0.53125
"1463","antitoxin","antitAksn",9,3.58,918.538461538462,0.866666666666667
"1464","antitrust","antitrVst",9,6.36,817,0.838709677419355
"1465","antler","antl#",6,4.44,672.5,1
"1466","Antoine","AntwAn",7,6.92,947.7,0.689655172413793
"1467","Antoinette","antw@nEt",10,5.98,956.32,0.892857142857143
"1468","Antonio","antonio",7,8.94,864.458333333333,0.923076923076923
"1469","antonym","ant@nIm",7,4.29,985.173913043478,0.766666666666667
"1470","ants","ants",4,8.37,603.84,0.925925925925926
"1471","anus","en@s",4,7.63,761.615384615385,0.928571428571429
"1472","anvil","anvL",5,6.8,706.310344827586,0.90625
"1473","anxieties","aNgz!@tiz",9,5.77,798.535714285714,1
"1474","anxiety","aNgz!@ti",7,7.89,692.827586206897,1
"1475","anxious","aNkS@s",7,7.91,749.740740740741,0.870967741935484
"1476","anxiously","aNkS@sli",9,6.62,726.481481481482,0.964285714285714
"1477","any","Eni",3,13.95,591.076923076923,0.896551724137931
"1478","anybody","EnibAti",7,11.14,704.066666666667,1
"1479","anyhow","Enih0",6,8.62,655.321428571429,0.933333333333333
"1480","anymore","EnimOr",7,10.17,681.730769230769,0.962962962962963
"1481","anyone","EniwVn",6,12.9,841.714285714286,0.933333333333333
"1482","anyplace","Eniples",8,6.48,774.535714285714,0.96551724137931
"1483","anything","EnITIN",8,12.28,689.193548387097,1
"1484","anyway","Eniwe",6,11.48,754.838709677419,1
"1485","anyways","Eniwez",7,9.03,644.344827586207,1
"1486","anywhere","EnihwEr",8,10.46,676.6875,1
"1487","aorta","eOrt@",5,8.06,825.344827586207,0.90625
"1488","Apache","@paCi",6,7.22,759.518518518518,0.9
"1489","Apaches","@paCiz",7,4.57,893.44,0.806451612903226
"1490","apart","@pArt",5,10,596.586206896552,1
"1491","apartheid","@pArthet",9,6.45,994.636363636364,0.785714285714286
"1492","apartment","@pArtm@nt",9,9.1,613.310344827586,1
"1493","apartments","@pArtm@nts",10,7.22,620.566666666667,1
"1494","apathetic","ap@TEtIk",9,6.14,808.296296296296,0.931034482758621
"1495","apathy","ap@Ti",6,6.92,665.433333333333,0.967741935483871
"1496","ape","ep",3,8.26,591.178571428571,1
"1497","aperitif","@pErItif",8,2.56,1218.5,0.222222222222222
"1498","aperture","ap#C#",8,7.51,879.045454545455,0.758620689655172
"1499","apex","epEks",4,7,685.857142857143,0.96551724137931
"1500","aphasia","@feZ@",7,4.03,740.722222222222,0.642857142857143
"1501","aphid","efId",5,4.04,845.5625,0.551724137931034
"1502","aphorism","af#rIzm",8,4.68,906.35,0.689655172413793
"1503","aphrodisiac","afr@dIziak",11,5.86,932.869565217391,0.793103448275862
"1504","Aphrodite","afr@d!ti",9,5.36,816.038461538462,0.928571428571429
"1505","apiary","epiEri",6,3.09,864.222222222222,0.310344827586207
"1506","apiculture","epIkVlC#",10,2.83,1347,0.586206896551724
"1507","apiece","@pis",6,6.94,711.571428571429,0.96551724137931
"1508","apocalypse","@pAk@lIps",10,7.7,807.208333333333,0.827586206896552
"1509","apocalyptic","@pAk@lIptIk",11,6.2,1040.04347826087,0.793103448275862
"1510","apogee","ap@Ji",6,7.64,990.5,0.357142857142857
"1511","Apollo","@pAlo",6,8.29,649.129032258065,0.96875
"1512","Apollonian","ap@loni@n",10,2.08,1146,0.5
"1513","apologetic","@pAl@JEtIk",10,5.83,817.074074074074,0.931034482758621
"1514","apologetically","@pAl@JEtIkli",14,4.23,893.172413793103,0.90625
"1515","apologies","@pAl@Jiz",9,8.96,661.642857142857,0.933333333333333
"1516","apologist","@pAl@JIst",9,6.28,787.576923076923,0.928571428571429
"1517","apologize","@pAl@J!z",9,9.25,654,1
"1518","apologized","@pAl@J!zd",10,7.2,678.821428571429,1
"1519","apology","@pAl@Ji",7,8.32,662.571428571429,0.96551724137931
"1520","apoplexy","ap@plEksi",8,3.74,875,0.129032258064516
"1521","apostle","@pAsL",7,7.12,692.586206896552,0.935483870967742
"1522","apostles","@pAsLz",8,7.28,751.379310344828,0.966666666666667
"1523","Apostolic","ap@stAlIk",9,6.05,1238.35294117647,0.586206896551724
"1524","apostrophe","@pAstr@fi",10,6.12,945.28,0.833333333333333
"1525","apothecary","@pAT@kEri",10,3.56,1077,0.5
"1526","appal","@pOl",5,2.2,711.916666666667,0.827586206896552
"1527","Appalachian","ap@leCi@n",11,6.8,823.16,0.925925925925926
"1528","Appalachians","ap@leCi@nz",12,4.56,835.857142857143,1
"1529","appalled","@pOld",8,6.89,608.428571428571,1
"1530","appalling","@pOlIN",9,6.94,677.428571428571,0.96551724137931
"1531","appallingly","@pOlINli",11,4.62,875.344827586207,0.966666666666667
"1532","apparatus","ap#rat@s",9,7.84,819.296296296296,0.9
"1533","apparel","@par@l",7,6.36,698.1,1
"1534","appareled","@par@ld",9,0,769.347826086957,0.851851851851852
"1535","apparency","@par@nsi",9,3.64,836.285714285714,0.903225806451613
"1536","apparent","@par@nt",8,9.26,656.206896551724,1
"1537","apparently","@par@ntli",10,10.64,741.515151515152,1
"1538","apparition","ap#rISn",10,5.7,1011.85185185185,0.870967741935484
"1539","appeal","@pil",6,9.37,623.483870967742,1
"1540","appealed","@pild",8,7.21,631.096774193548,1
"1541","appealing","@pilIN",9,8.03,706.785714285714,1
"1542","appeals","@pilz",7,8.46,629.814814814815,1
"1543","appear","@pIr",6,10.75,630.827586206897,1
"1544","appearance","@pIr@ns",10,9.47,674.428571428571,1
"1545","appearances","@pIr@ns@z",11,8.12,794.0625,1
"1546","appeared","@pIrd",8,9.97,638.25,0.96551724137931
"1547","appearing","@pIrIN",9,8.64,633.214285714286,1
"1548","appears","@pIrz",7,10.64,655.222222222222,1
"1549","appease","@piz",7,6.67,672.379310344828,1
"1550","appeased","@pizd",8,4.37,698.269230769231,0.928571428571429
"1551","appeasement","@pizm@nt",11,5.33,942.961538461538,0.928571428571429
"1552","appeasing","@pizIN",9,4.36,665.366666666667,1
"1553","appellant","@pEl@nt",9,5.25,749.842105263158,0.655172413793103
"1554","appellate","@pEl@t",9,6.35,1016.73684210526,0.655172413793103
"1555","append","@pEnd",6,7.86,646,1
"1556","appendage","@pEntIJ",9,5.39,763.103448275862,1
"1557","appendages","@pEntIJ@z",10,5.27,773.962962962963,0.870967741935484
"1558","appendectomy","apEndEkt@mi",12,3.87,1015.89473684211,0.633333333333333
"1559","appended","@pEnt@d",8,7.56,690.2,0.862068965517241
"1560","appendicitis","@pEntIs!t@s",12,4.28,841.666666666667,0.827586206896552
"1561","appendix","@pEntIks",8,8.73,644.827586206897,1
"1562","appendixes","@pEntIks@z",10,3.87,746,0.78125
"1563","appetite","ap@t!t",8,7.5,616.535714285714,1
"1564","appetites","ap@t!ts",9,5.59,690.064516129032,1
"1565","appetizer","ap@t!z#",9,5.21,717.5,1
"1566","appetizing","ap@t!zIN",10,4.19,747.5,1
"1567","applaud","@plOd",7,7.17,615.392857142857,0.96551724137931
"1568","applauded","@plOt@d",9,6.17,637.888888888889,1
"1569","applauding","@plOtIN",10,5.12,630.678571428571,0.96551724137931
"1570","applause","@plOz",8,8.11,616.777777777778,0.964285714285714
"1571","apple","apL",5,11.1,607.833333333333,1
"1572","apples","apLz",6,8.29,562.666666666667,0.931034482758621
"1573","appliance","@pl!@ns",9,6.7,650.827586206897,1
"1574","appliances","@pl!@ns@z",10,7.07,646.866666666667,1
"1575","applicable","apl@k@bL",10,8.97,731.51724137931,1
"1576","applicant","apl@k@nt",9,8.26,656.965517241379,0.935483870967742
"1577","applicants","apl@k@nts",10,9.1,816.033333333333,1
"1578","application","apl@keSn",11,11.38,626.689655172414,1
"1579","applications","apl@keSnz",12,11.37,642.333333333333,0.964285714285714
"1580","applicator","apl@ket#",10,4.5,772.633333333333,0.9375
"1581","applied","@pl!d",7,10.05,614.888888888889,1
"1582","applies","@pl!z",7,9.49,689.533333333333,1
"1583","apply","@pl!",5,10.72,630.666666666667,1
"1584","applying","@pl!IN",8,9.01,607.655172413793,1
"1585","appoint","@pYnt",7,6.98,739.285714285714,0.96551724137931
"1586","appointed","@pYnt@d",9,8.49,631.607142857143,0.96551724137931
"1587","appointee","@pYnti",9,5.44,722.148148148148,0.964285714285714
"1588","appointees","@pYntiz",10,5.89,715.037037037037,0.870967741935484
"1589","appointing","@pYntIN",10,5.66,678.259259259259,1
"1590","appointment","@pYntm@nt",11,8.46,733.266666666667,1
"1591","appointments","@pYntm@nts",12,7.36,659.566666666667,1
"1592","appoints","@pYnts",8,5.05,689.185185185185,0.9
"1593","apportion","@pOrSn",9,4.14,954,0.75
"1594","apportioned","@pOrSnd",11,4.83,830.545454545455,0.6875
"1595","apportionment","@pOrSnm@nt",13,4.42,1323.93333333333,0.555555555555556
"1596","apportionments","@pOrSnm@nts",14,0,1046.6875,0.533333333333333
"1597","appraisal","@prezL",9,6.65,732.592592592593,0.964285714285714
"1598","appraisals","@prezLz",10,5.51,663.461538461538,0.962962962962963
"1599","appraise","@prez",8,4.97,676.071428571429,0.96551724137931
"1600","appraised","@prezd",9,5.64,642.896551724138,0.966666666666667
"1601","appraisers","@prez#z",10,4.58,728.653846153846,1
"1602","appraising","@prezIN",10,4.48,808.387096774194,1
"1603","appraisingly","@prezINli",12,3,724.103448275862,0.90625
"1604","appreciable","@priSi@bL",11,6.27,873.689655172414,0.935483870967742
"1605","appreciably","@priSi@bli",11,5.7,812.958333333333,0.8
"1606","appreciate","@priSiet",10,10.82,644.4,1
"1607","appreciated","@priSiet@d",11,11.01,768.862068965517,0.966666666666667
"1608","appreciates","@priSiets",11,6.5,863.068965517241,0.966666666666667
"1609","appreciating","@priSietIN",12,6.08,747.266666666667,1
"1610","appreciation","@priSieSn",12,8.37,707.269230769231,0.962962962962963
"1611","appreciations","@priSieSnz",13,3.5,767.321428571429,0.96551724137931
"1612","appreciative","@priSietIv",12,7.32,846.24,0.892857142857143
"1613","appreciatively","@priSietIvli",14,4.45,780.2,0.892857142857143
"1614","apprehend","aprIhEnd",9,5.53,665.730769230769,0.928571428571429
"1615","apprehended","aprIhEnt@d",11,5.64,693.296296296296,0.931034482758621
"1616","apprehension","aprIhEnSn",12,6.31,716.857142857143,0.96551724137931
"1617","apprehensions","aprIhEnSnz",13,4.56,708.555555555556,1
"1618","apprehensive","aprIhEnsIv",12,5.97,804.4,1
"1619","apprehensively","aprIhEnsIvli",14,3.26,757.153846153846,0.896551724137931
"1620","apprentice","@prEntIs",10,7.86,733.068965517241,1
"1621","apprenticed","@prEntIst",11,4.36,975.086956521739,0.766666666666667
"1622","apprentices","@prEntIs@z",11,5.47,809.392857142857,0.96551724137931
"1623","apprenticeship","@prEntIsSIp",14,5.72,864.133333333333,0.9375
"1624","apprise","@pr!z",7,3.97,747.407407407407,0.870967741935484
"1625","approach","@proC",8,10.44,668.037037037037,0.931034482758621
"1626","approachable","@proC@bL",12,5.12,732.833333333333,1
"1627","approached","@proCt",10,8.45,635.833333333333,1
"1628","approaches","@proC@z",10,8.97,630.09375,1
"1629","approaching","@proCIN",11,8.39,629.37037037037,0.931034482758621
"1630","approbate","apr@bet",9,0,1092.5,0.571428571428571
"1631","approbation","apr@beSn",11,4.3,1150.2380952381,0.7
"1632","appropriate","@propri@t",11,10.87,746.142857142857,0.96551724137931
"1633","appropriated","@propriet@d",12,6.28,872.535714285714,0.903225806451613
"1634","appropriately","@propri@tli",13,8.04,873.931034482759,1
"1635","appropriateness","@propri@tn@s",15,6.48,731.64,0.925925925925926
"1636","appropriates","@propriets",12,3.74,821.333333333333,0.827586206896552
"1637","appropriating","@proprietIN",13,4.87,792.62962962963,0.931034482758621
"1638","appropriation","@proprieSn",13,6.23,829.36,0.892857142857143
"1639","appropriations","@proprieSnz",14,6.94,1050.57142857143,0.933333333333333
"1640","approval","@pruvL",8,9.23,687.741935483871,1
"1641","approve","@pruv",7,8.51,577.035714285714,0.96551724137931
"1642","approved","@pruvd",8,9.4,613.766666666667,0.967741935483871
"1643","approves","@pruvz",8,6.46,758.612903225806,1
"1644","approving","@pruvIN",9,6.23,761.807692307692,0.962962962962963
"1645","approvingly","@pruvINli",11,4.62,728.571428571429,0.96551724137931
"1646","approximate","@prAks@m@t",11,8.21,654.75,1
"1647","approximated","@prAks@met@d",12,6.34,706.37037037037,0.964285714285714
"1648","approximately","@prAks@m@tli",13,9.69,639.51724137931,1
"1649","approximation","@prAks@meSn",13,7.68,721.857142857143,0.96551724137931
"1650","approximations","@prAks@meSnz",14,6.26,750.966666666667,1
"1651","apricot","epr@kAt",7,5.66,680.586206896552,1
"1652","April","epr@l",5,10.52,553.633333333333,1
"1653","apron","epr@n",5,6.29,642.58064516129,0.96875
"1654","aprons","epr@nz",6,4.33,724.1,1
"1655","apropos","apr@po",7,6.09,944.666666666667,0.428571428571429
"1656","apse","aps",4,2.56,885.714285714286,0.466666666666667
"1657","apt","apt",3,8.24,584.064516129032,1
"1658","aptitude","apt@tud",8,6.44,725.633333333333,1
"1659","aptitudes","apt@tudz",9,4.67,690.923076923077,0.928571428571429
"1660","aptly","aptli",5,6.79,755.076923076923,0.928571428571429
"1661","aptness","aptn@s",7,2.56,799.407407407407,0.964285714285714
"1662","aqualung","akw@lVN",8,4.19,1093.75,0.827586206896552
"1663","aquamarine","akw@m#rin",10,4.43,772.56,0.806451612903226
"1664","aquanaut","akw@nOt",8,3.93,1241.31578947368,0.633333333333333
"1665","aquaplane","akw@plen",9,0,957.714285714286,0.96551724137931
"1666","aquarium","@kwEri@m",8,7.99,717.4,1
"1667","Aquarius","@kwEri@s",8,6.84,739.225806451613,1
"1668","aquatic","@kwatIk",7,7.22,900.571428571429,0.903225806451613
"1669","aqueduct","akw@dVkt",8,4.09,861.2,0.833333333333333
"1670","aqueducts","akw@dVkts",9,2.83,938.076923076923,0.928571428571429
"1671","aqueous","ekwi@s",7,5.96,858.25,0.714285714285714
"1672","Aquinas","@kw!n@s",7,5.88,981.666666666667,0.535714285714286
"1673","Arab","ar@b",4,8.88,665.433333333333,0.967741935483871
"1674","arabesque","ar@bEsk",9,4.22,833.1,0.689655172413793
"1675","Arabia","#rebi@",6,7.83,684.888888888889,0.931034482758621
"1676","Arabian","#rebi@n",7,9.04,723.407407407407,0.964285714285714
"1677","Arabians","#rebi@nz",8,6.99,848.392857142857,0.96551724137931
"1678","Arabic","ar@bIk",6,8.33,743.68,0.892857142857143
"1679","Arabs","ar@bz",5,8.19,655.892857142857,1
"1680","arachnid","#raknId",8,5.07,1112.57692307692,0.8125
"1681","arbiter","Arb@t#",7,6.25,850.28,0.806451612903226
"1682","arbitrarily","Arb@trEr@li",11,7.43,916.965517241379,0.935483870967742
"1683","arbitrary","Arb@trEri",9,8.95,909.62962962963,0.931034482758621
"1684","arbitrate","Arb@tret",9,4.8,1068.53571428571,0.903225806451613
"1685","arbitrated","Arb@tret@d",10,3.69,996.448275862069,0.966666666666667
"1686","arbitration","Arb@treSn",11,7.39,1104.88888888889,0.931034482758621
"1687","arbitrator","Arb@tret#",10,5.46,912.172413793103,0.966666666666667
"1688","arbor","Arb#",5,8.23,664.36,0.925925925925926
"1689","arboreal","ArbOri@l",8,4.16,1190.66666666667,0.535714285714286
"1690","arboretum","Arb#rit@m",9,6.3,1063.77777777778,0.321428571428571
"1691","arc","Ark",3,8.97,631.1,0.967741935483871
"1692","arcade","Arked",6,8.97,649.344827586207,1
"1693","arcades","Arkedz",7,7.85,656.172413793103,1
"1694","Arcadia","Arketi@",7,6.68,916.576923076923,0.866666666666667
"1695","arcane","Arken",6,7.21,773.730769230769,0.866666666666667
"1696","arch","ArC",4,8.22,601.448275862069,1
"1697","archaeological","Arki@lAJIkL",14,6.93,941.92,0.892857142857143
"1698","archaeologist","ArkiAl@JIst",13,7.66,870.555555555556,0.964285714285714
"1699","archaeologists","ArkiAl@JIsts",14,6.18,841.103448275862,1
"1700","archaeology","ArkiAl@Ji",11,7.29,770.2,1
"1701","archaic","ArkeIk",7,7.42,937.16,0.862068965517241
"1702","archaism","ArkeIzm",8,3.04,1213,0.566666666666667
"1703","archangel","ArkenJ@l",9,6.43,852.636363636364,0.733333333333333
"1704","archangels","ArkenJ@lz",10,4.62,891.95652173913,0.821428571428571
"1705","archbishop","ArCbIS@p",10,6.34,900.740740740741,0.9
"1706","archdeacon","ArCdik@n",10,3.26,1573.41176470588,0.566666666666667
"1707","archdiocese","ArCd!@sIs",11,4.47,1243.23529411765,0.548387096774194
"1708","archduke","ArCduk",8,4.66,812.08,0.862068965517241
"1709","arched","ArCt",6,6.99,585.793103448276,1
"1710","archenemy","ArCEn@mi",9,3.22,1276.66666666667,0.517241379310345
"1711","archeological","Arki@lAJIkL",13,6.23,931.2,0.833333333333333
"1712","archer","ArC#",6,8.5,672.814814814815,0.964285714285714
"1713","archery","ArC#i",7,6.88,686.034482758621,0.935483870967742
"1714","arches","ArC@z",6,6.29,750.407407407407,0.9
"1715","archetype","ArkIt!p",9,5.79,801.304347826087,0.766666666666667
"1716","Archimedes","ArkImitiz",10,7.3,1043.2,0.689655172413793
"1717","arching","ArCIN",7,5.59,672.68,0.892857142857143
"1718","archipelago","Ark@pEl@go",11,5.32,940.285714285714,0.466666666666667
"1719","architect","ArkItEkt",9,8.27,620.692307692308,0.896551724137931
"1720","architectonic","ArkItEktAnIk",13,1.79,1655.57142857143,0.466666666666667
"1721","architects","ArkItEkts",10,7.49,681.535714285714,0.96551724137931
"1722","architectural","ArkItEkC#@l",13,7.87,819.16,0.862068965517241
"1723","architecturally","ArkItEkC#@li",15,4.44,1056.93103448276,1
"1724","architecture","ArkItEkC#",12,9.82,734.407407407407,0.964285714285714
"1725","architectures","ArkItEkC#z",13,8.24,878.620689655172,0.966666666666667
"1726","archives","Ark!vz",8,10.05,643.965517241379,0.966666666666667
"1727","archtype","ArCt!p",8,3.3,786.090909090909,0.758620689655172
"1728","archway","ArCwe",7,4.5,689.206896551724,0.935483870967742
"1729","arclike","Arkl!k",7,0,872.846153846154,0.962962962962963
"1730","arcs","Arks",4,6.6,667.965517241379,1
"1731","Arctic","ArktIk",6,7.45,841.392857142857,0.96551724137931
"1732","ardent","Ardnt",6,6.2,648,0.903225806451613
"1733","ardor","Art#",5,4.79,720.055555555556,0.642857142857143
"1734","arduous","ArJu@s",7,5.7,787.15,0.666666666666667
"1735","are","Ar",3,14.91,591.038461538462,0.896551724137931
"1736","area","Eri@",4,11.99,611.965517241379,1
"1737","areas","Eri@z",5,10.99,693.75,1
"1738","arena","#rin@",5,9.29,686.096774193548,1
"1739","arenas","#rin@z",6,6.98,675.291666666667,0.888888888888889
"1740","Ares","Eriz",4,6.22,897.0625,0.571428571428571
"1741","Argentina","ArJ@ntin@",9,8.48,735.964285714286,1
"1742","Argentine","ArJ@ntin",9,6.28,736.346153846154,0.928571428571429
